NAMA BAHAN,Air (g),Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),Abu (g),Kalsium (mg),Fosfor (mg),Besi (mg),Natrium (mg),Kalium (mg),Tembaga (mg),Seng (mg) ,Retinol (mcg),B-Kar (mcg),Kar-Total (mcg),Thiamin (mg),Riboflavin (mg),Niasin (mg),Vitamin C,BDD (%)
"Telur burung puyuh,
segar",79.8,116,10.7,7.0,1.6,0.0,0.9,65,191,3.5,111.0,11.0,0.05,1.2,95,80,0.0,0.13,0.65,0.1,0,100.0
"Telur ayam, dadar,
masakan",61.9,251,16.3,19.4,1.4,0.0,1.0,62,250,2.5,0.0,0.0,0.0,0.0,36,0,221.0,0.21,0.0,0.0,0,100.0
"Telur bebek, asin, mentah",66.5,179,13.6,13.3,4.4,0.0,2.2,120,157,1.8,483.0,140.1,0.0,0.0,253,13,0.0,0.28,0.98,0.6,0,83.0
"Telur bebek, dadar,
masakan",55.1,301,20.0,23.7,0.0,0.0,1.2,71,600,9.2,0.0,0.0,0.0,0.0,122,0,613.0,0.35,0.0,0.0,0,100.0
"Ikan, telur, asin,
mentah",37.8,358,20.7,26.4,9.4,0.0,5.7,48,311,15.1,2684.0,59.0,0.4,3.0,1866,0,0.0,0.21,0.54,2.1,0,100.0
"Bayau mi balu,
masakan",36.1,313,6.0,12.2,44.8,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,783,89,0.0,0.14,0.27,9.7,0,100.0
"Cucuru bayau,
masakan",35.0,349,6.8,18.7,38.3,0.0,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0,123,0.0,0.06,0.25,0.0,0,100.0
"Kalio telur, masakan",79.0,193,10.6,12.4,9.7,0.0,1.4,148,246,3.8,540.0,0.0,0.0,0.0,160,0,3600.0,0.44,0.0,0.0,0,100.0
"Kepala susu - krim,
segar",72.5,204,2.6,20.0,4.0,0.0,0.9,97,77,0.1,0.0,0.0,0.0,0.0,252,191,0.0,0.03,0.2,0.1,1,100.0
Susu ibu - ASI,88.1,62,1.5,3.2,7.0,0.0,0.2,34,20,0.2,15.0,41.0,0.01,0.4,0,7,0.0,0.01,0.03,0.2,0,100.0
"Susu kambing, segar",85.9,64,4.3,2.3,6.6,0.0,0.9,98,78,2.7,35.0,160.0,0.33,0.1,38,0,0.0,0.06,0.45,0.3,1,100.0
"Susu kerbau, segar",73.8,160,6.3,12.0,7.1,0.0,0.8,216,101,0.2,82.0,0.0,0.0,0.3,24,0,0.0,0.04,0.07,0.0,1,100.0
"Susu kuda, segar",91.0,40,2.0,1.1,5.4,0.0,0.4,0,0,0.0,0.0,37.4,0.0,0.0,0,1,0.0,0.0,0.2,0.2,0,100.0
"Susu sapi, segar",88.3,61,3.2,3.5,4.3,0.0,0.7,143,60,1.7,36.0,149.0,0.02,0.3,39,12,0.0,0.03,0.18,0.2,1,100.0
Es krim,62.1,210,4.0,12.5,20.6,0.0,0.8,123,99,0.1,78.0,193.4,0.0,0.7,158,0,0.0,0.04,0.23,0.1,1,100.0
Hangop,84.0,65,10.0,1.0,3.5,0.0,1.5,180,190,0.2,126.0,374.4,0.0,0.0,0,22,0.0,0.03,0.43,0.2,0,100.0
Keju,38.5,326,22.8,20.3,13.1,0.0,5.3,777,338,1.5,1410.0,82.7,0.03,3.1,227,128,0.0,0.01,0.37,0.1,1,100.0
Kwark (Quark),59.0,242,19.0,17.0,3.0,0.0,2.0,300,350,0.5,37.0,72.7,0.01,0.2,173,0,0.0,0.03,0.38,0.0,0,100.0
"Susu asam untuk bayi,
bubuk",2.5,418,19.0,9.0,65.5,0.0,4.0,800,600,7.0,188.0,486.5,0.0,0.0,303,83,0.0,1.0,1.31,0.7,30,100.0
Susu bubuk,3.5,513,24.6,30.0,36.2,0.0,5.7,904,694,0.6,380.0,1330.0,0.02,4.1,476,118,0.0,0.29,1.39,1.6,6,100.0
Susu kental manis,25.0,343,8.2,10.0,55.0,0.0,1.8,275,209,0.2,150.0,320.0,0.02,1.0,155,46,0.0,0.05,0.43,0.4,1,100.0
Susu kental tak manis,73.7,138,7.0,7.9,9.9,0.0,1.5,243,195,0.2,140.0,303.0,0.0,0.0,121,0,0.0,0.05,0.0,0.0,1,100.0
"Susu skim, bubuk",3.5,359,35.6,1.0,52.0,0.0,7.9,1300,1030,0.6,470.0,1745.0,0.04,4.1,0,10,0.0,0.35,1.05,1.2,7,100.0
"Susu skim, segar",90.5,36,3.5,0.1,5.1,0.0,0.8,123,97,0.1,38.0,0.0,0.0,0.0,0,0,0.0,0.04,0.0,0.0,1,100.0
"Yoghurt, segar",88.0,52,3.3,2.5,4.0,0.0,2.2,120,90,0.1,40.0,299.0,0.01,0.6,22,10,0.0,0.04,0.1,0.2,0,100.0
"Kelapa setengah tua, daging, segar",70.0,180,4.0,15.0,10.0,2.4,1.0,8,55,1.3,4.0,317.7,0.3,2.9,0,0,10.0,0.1,0.01,0.1,4,53.0
"Kelapa tua, daging, segar",46.9,359,3.4,34.7,14.0,4.7,1.0,21,98,2.0,3.0,293.9,0.4,1.1,0,0,0.0,0.1,0.0,0.0,2,53.0
Lemak babi (lard),0.0,902,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9.0,0.1,0,0,0.0,0.0,0.0,0.0,0,100.0
Lemak babi (bacon),20.0,626,9.1,65.0,1.1,0.0,4.8,13,108,0.8,0.0,0.0,0.0,0.9,0,0,0.0,0.4,0.0,0.0,0,100.0
Lemak ikan,43.3,372,12.0,29.4,14.4,0.0,0.3,20,230,32.7,60.0,52.0,0.4,1.1,0,0,0.0,0.5,0.13,0.0,0,100.0
Lemak kerbau (lemak sapi),5.0,818,1.5,90.0,0.0,0.0,3.5,0,0,0.0,29.0,25.8,0.0,0.0,0,283,0.0,0.0,0.0,0.7,0,100.0
"Minyak hiu, hati",0.0,902,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21212,0,0.0,0.0,0.0,0.0,0,100.0
Minyak ikan,0.0,902,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,24242,0,0.0,0.0,0.0,0.0,0,100.0
Minyak kacang tanah,0.0,902,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Minyak kedelai,0.1,883,0.0,99.9,0.0,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Minyak kelapa,0.0,870,1.0,98.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Minyak kelapa sawit,0.0,884,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,18181,0.0,0.0,0.0,0.0,0,100.0
Minyak wijen,0.1,881,0.2,99.7,0.0,0.0,0.0,10,5,0.1,2.0,20.0,0.0,0.0,0,0,0.0,0.0,0.07,0.1,0,100.0
Minyak zaitun,0.0,884,0.0,100.0,0.0,0.0,0.0,14,0,1.2,7.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5.0,0,100.0
Margarin,15.5,720,0.6,81.0,0.4,0.0,2.5,20,16,0.0,760.0,25.9,0.0,0.0,606,633,0.0,0.0,0.0,0.0,0,100.0
Mentega,16.0,742,0.5,81.6,1.4,0.0,1.9,15,16,1.1,653.0,103.0,0.0,0.4,1000,155,0.0,0.0,0.1,0.0,0,100.0
Santan (dengan air),80.0,122,2.0,10.0,7.6,1.4,0.4,25,30,0.1,9.0,162.4,0.2,0.4,0,0,0.0,0.0,0.0,0.5,2,100.0
Santan murni,54.9,324,4.2,34.3,5.6,0.0,1.0,14,45,1.9,18.0,514.1,0.4,0.9,0,0,0.0,0.0,0.0,0.5,2,100.0
"Coklat manis, batang",1.4,527,2.0,29.8,62.7,6.5,4.1,63,287,2.8,6.0,499.5,0.0,0.0,0,0,30.0,0.03,0.02,0.0,0,100.0
"Coklat pahit,batang",2.3,615,5.5,42.6,29.2,10.8,10.1,98,446,4.4,20.0,708.3,1.7,3.3,0,2,60.0,0.05,0.08,1.0,0,100.0
"Coklat susu, batang",1.0,565,9.0,35.0,53.6,3.4,1.4,200,200,2.0,100.0,405.5,0.49,2.3,0,54,30.0,0.08,0.45,0.5,0,100.0
Coklat bubuk,3.9,311,8.0,4.0,48.9,32.6,15.4,125,715,11.6,0.0,0.0,0.0,0.0,0,0,30.0,0.12,0.0,0.6,0,0.0
Gula aren,7.0,368,0.0,0.0,92.0,0.0,1.0,75,35,3.0,15.0,390.4,0.04,26.0,0,0,0.0,0.0,0.01,0.5,0,100.0
Gula kelapa,10.0,386,3.0,10.0,76.0,0.0,1.0,76,37,2.6,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.34,0.5,0,100.0
Gula putih,5.4,394,0.0,0.0,94.0,0.0,0.6,5,1,0.1,1.0,4.75,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
"Jam, selai",34.0,239,0.5,0.6,64.5,1.0,0.4,20,20,1.0,30.0,73.1,0.09,0.0,0,0,0.0,0.01,0.07,0.0,0,100.0
Kopi bubuk instant,2.6,129,12.3,0.5,35.0,0.0,9.7,179,383,5.6,72.0,3256.0,0.14,0.0,0,0,0.0,0.0,0.21,30.0,0,100.0
Madu,20.0,294,0.3,0.0,79.5,0.2,0.2,5,16,0.9,6.0,26.9,0.04,0.2,0,0,0.0,0.0,0.04,0.1,4,100.0
Markisa squash,46.7,217,2.5,1.0,49.6,0.0,0.2,6,83,0.6,14.0,65.0,0.0,0.1,0,23,75.0,0.07,0.02,0.0,14,0.0
"Markisa squash, BD",74.4,104,1.2,0.5,23.7,0.0,0.2,1,88,0.5,40.0,40.0,0.0,0.1,0,7,40.0,0.2,0.02,0.0,12,0.0
Melase,21.2,276,0.0,0.1,71.0,0.0,7.7,6,83,0.6,14.0,0.0,0.0,0.3,0,0,0.0,0.04,0.0,0.0,0,100.0
Sirup,44.0,213,0.0,0.0,55.0,0.0,1.0,0,0,0.0,3.0,4.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Sirup pirous,43.3,228,0.2,0.4,55.9,0.0,0.2,470,93,29.5,3.0,4.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,8,0.0
Teh hijau daun kering,7.7,300,28.3,4.8,53.6,9.6,5.6,245,415,18.9,60.0,5873.9,0.5,0.0,0,8400,0.0,0.38,1.24,4.6,23,100.0
Teh hitam daun kering,8.0,293,24.5,2.8,58.8,8.7,5.9,327,313,24.3,50.0,5854.8,0.0,0.0,0,2700,0.0,0.07,0.8,7.6,9,100.0
Teh melati daun kering,8.1,299,24.1,3.5,59.0,9.7,5.3,320,185,31.6,70.0,5848.4,0.53,0.0,0,8400,0.0,0.07,0.79,7.3,85,100.0
"Asam arang coklat, segar",66.1,130,0.5,1.1,30.9,1.5,1.4,79,113,4.3,13.0,0.0,0.0,0.0,0,745,0.0,0.01,0.2,0.0,0,0.0
"Asam arang merah, segar",75.9,99,0.8,1.6,20.3,2.8,1.4,69,300,4.6,2.0,96.0,0.0,0.1,0,529,0.0,0.01,0.34,1.6,0,0.0
"Asan kandis, kering",32.2,261,0.9,1.6,63.3,5.0,2.0,192,657,4.4,26.0,341.0,0.4,0.3,0,0,0.0,0.0,0.0,0.4,0,100.0
"Asam kandis, segar",81.5,75,0.2,1.1,16.1,3.4,1.1,63,139,2.5,93.0,93.0,0.1,0.1,0,41,0.0,0.01,0.0,0.1,0,0.0
"Asam masak pohon, segar",31.4,267,2.8,0.6,62.5,1.2,2.7,74,113,0.6,9.0,139.0,0.09,0.1,0,9,30.0,0.34,0.04,0.7,2,48.0
"Asam payak, segar",65.1,135,0.8,0.4,32.1,10.0,1.6,60,39,5.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
"Bawang merah, segar",88.0,46,1.5,0.3,9.2,1.7,1.0,36,40,0.8,7.0,179.0,0.06,0.2,0,2,0.0,0.03,0.04,0.2,2,90.0
"Bawang putih, segar",71.0,112,4.5,0.2,23.1,0.6,1.8,42,134,1.0,46.0,666.0,0.09,0.4,0,0,0.0,0.22,0.07,0.3,15,88.0
"Boros kunci, segar",90.0,40,1.0,0.8,7.2,1.0,1.0,50,50,2.0,33.0,480.0,0.02,0.3,0,0,5000.0,0.08,0.68,1.7,50,80.0
"Boros laja (lengkuas), segar",93.0,26,1.0,0.3,4.7,1.1,1.0,50,50,2.0,24.0,137.0,0.07,0.3,0,5,5000.0,0.08,0.06,0.3,50,80.0
"Cabai gembor merah, segar",90.8,38,1.6,0.8,6.3,1.6,0.6,49,41,1.1,7.0,275.0,0.12,0.2,0,5897,3240.0,0.21,0.12,0.0,16,89.0
"Cabai hijau, segar",93.4,26,0.7,0.3,5.2,2.6,0.4,14,23,0.4,7.0,151.0,0.08,0.2,0,44,260.0,0.05,0.06,0.4,84,82.0
"Cabai merah, kering",10.0,367,15.9,6.2,61.8,26.9,6.1,160,370,2.3,25.0,181.5,1.2,1.8,0,1095,576.0,0.4,1.36,4.4,50,85.0
"Cabai merah, segar",90.9,36,1.0,0.3,7.3,1.4,0.5,29,24,0.5,23.0,272.4,0.12,0.2,0,5833,470.0,0.05,0.09,3.0,18,85.0
"Cabai rawit, segar",71.2,120,4.7,2.4,19.9,15.2,1.8,45,85,2.5,34.0,706.2,0.29,0.6,0,1694,1105.0,0.24,0.09,1.7,70,85.0
"Cengkeh, kering",23.3,330,5.2,8.9,57.4,10.0,5.2,740,100,4.9,282.0,961.0,0.3,0.0,0,265,0.0,200.0,0.0,0.0,0,100.0
"Daun salam, bubuk",13.1,301,14.2,10.9,49.0,9.4,12.8,86,250,44.1,180.0,619.0,1.31,0.7,0,5400,0.0,0.1,0.32,5.0,0,100.0
"Jahe, segar",55.0,51,1.5,1.0,10.1,12.0,1.2,21,39,1.6,12.0,441.7,0.48,0.7,0,0,9.0,0.02,0.17,3.3,4,97.0
Kemiri,7.0,675,19.0,63.0,8.0,3.0,3.0,80,200,2.0,25.0,430.7,0.23,0.8,0,0,0.0,0.06,0.06,0.4,0,100.0
"Ketumbar, kering",11.2,418,14.1,16.1,54.2,12.3,4.4,630,370,17.9,91.0,1787.0,0.95,4.6,0,75,1570.0,0.2,0.35,1.8,0,100.0
Kluwek,51.0,310,10.0,24.0,13.5,0.0,1.5,40,100,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.15,0.0,0.0,30,80.0
"Kunyit, segar",84.9,69,2.0,2.7,9.1,0.6,1.3,24,78,3.3,6.0,406.7,0.05,0.4,0,12,0.0,0.03,0.02,0.4,1,78.0
"Merica, kering",12.9,365,11.5,6.8,64.4,1.0,4.4,460,200,16.4,4.0,99.7,0.89,1.1,0,0,0.0,0.2,0.1,2.5,0,100.0
"Pala, biji, kering",14.3,518,7.5,36.4,40.1,3.5,1.7,120,240,4.6,2.0,78.7,0.94,2.0,0,7,0.0,0.2,0.02,0.5,0,95.0
Balichong,59.9,152,13.2,0.8,22.9,1.5,3.6,380,210,2.9,120.0,310.0,0.8,1.1,34,0,0.0,0.01,0.08,0.2,0,0.0
Bekasam,65.5,116,11.9,4.9,6.1,3.5,11.6,704,757,7.5,711.0,176.0,0.8,1.9,0,0,0.0,0.0,0.03,2.1,0,0.0
Bekasang,67.1,78,11.4,2.0,3.6,0.4,15.9,54,97,2.6,4016.0,121.0,0.2,4.8,0,0,0.0,0.15,0.12,0.6,0,0.0
Cuka,94.5,21,0.1,0.1,5.0,0.0,0.3,7,10,0.5,21.0,37.8,0.0,0.0,0,0,0.0,0.24,0.0,0.7,0,100.0
Kecap,63.0,71,5.7,1.3,9.0,0.0,21.0,123,96,5.7,1114.0,0.0,0.04,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Petis ikan,56.0,165,20.0,0.2,20.8,0.0,3.0,37,36,2.8,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.2,0.8,0,100.0
Petis udang kering,8.3,345,23.8,1.4,59.3,0.0,7.1,221,397,3.8,1199.0,462.8,0.75,1.9,0,0,232.0,1.02,0.4,2.2,0,100.0
Petis udang pasta,39.0,220,15.0,0.9,38.0,2.3,7.1,37,36,2.8,7981.0,307.9,0.5,1.3,0,0,0.0,0.01,0.13,1.7,0,100.0
Saos tomat,69.5,110,2.0,0.4,24.5,0.9,3.6,12,18,0.8,890.0,129.6,0.18,0.3,0,357,570.0,0.09,0.06,1.7,11,100.0
Tempoya,70.1,110,1.7,1.3,21.9,2.6,5.0,190,45,2.9,597.0,486.3,0.0,0.0,0,71,0.0,0.3,0.04,1.1,0,100.0
Terasi,33.8,155,22.3,2.9,9.9,2.7,31.1,3812,726,78.5,1664.0,821.4,0.99,2.4,0,0,0.0,0.24,0.0,3.3,0,100.0
Terasi dobo,58.4,191,33.1,3.6,6.6,1.6,11.5,2250,1130,22.9,650.0,1260.0,2.9,5.0,0,0,0.0,3.74,0.22,2.0,0,100.0
Terasi merah,40.0,174,30.0,3.5,5.6,2.2,20.4,100,150,3.1,7850.0,302.8,0.49,1.2,0,0,0.0,0.0,0.12,1.7,0,100.0
"Kelapa muda, air, segar",95.5,17,0.2,0.1,3.8,0.0,0.4,15,8,0.2,1.0,149.0,0.04,0.1,0,0,0.0,0.0,0.0,0.0,1,100.0
